"SourceKey","NewsSource","Headline"
12367,"mashable.com","How to use Snapchat filters on Zoom"
12368,"mashable.com","10 online tutoring services to help rescue your GPA"
12369,"mashable.com","Taylor Swifts folklore inspires a flurry of relatable memes and reactions"
12370,"mashable.com","A lot of smart TVs are on sale and yes you can stream Folklore on them"
12371,"mashable.com","Samsung stop trying to make the Galaxy Buds Live happen"
12372,"mashable.com","Amazon Fire Kids Edition tablets are on sale for as low as 60 at Best Buy"
12373,"mashable.com","Students learning remotely need a good pair of headphones &8212 like Beats"
12374,"mashable.com","2-in-1 devices on sale plus more cheap laptop deals this weekend"
12375,"mashable.com","Taylor Swifts folklore is a gorgeous mood"
12376,"mashable.com","Watch Dr Fauci throw a super socially distanced first pitch"
12377,"mashable.com","Get 5 to spend at Best Buy when you buy an Xbox or Nintendo gift card"
12378,"mashable.com","The 17 best tweets of the week including Taylor Swift memes of course"
12379,"mashable.com","The internet turned credit card fraud into a business Brett Johnson turned it into an empire"
12380,"mashable.com","Brett Johnson probably stole your credit card &8211&160Kernel Panic"
12381,"mashable.com","Stretch is an 18000 robot that will try and help around the house"
12382,"mashable.com","Taylor Swifts first folklore music video leads us into a fairytale world"
12383,"mashable.com","Michaela Coel is dancing in parks and this is the 2020 energy we need"
12384,"mashable.com","Little Manhattan celebrates the simple wonder of a first crush"
12385,"mashable.com","All the curse words Taylor Swift uses on her new album folklore"
12386,"foxnews.com","Paw Patrol denies being canceled after White House press secretary references cartoon"
12387,"foxnews.com","Trump Barstool Sports Dave Portnoy talk kneeling protests Twitter and Dr Fauci in candid interview"
12388,"foxnews.com","Demi Lovato says she feels free of her demons 2 years after her overdose Thank you God"
12389,"foxnews.com","Portland inmates complain of tear gas getting into cells report"
12390,"foxnews.com","Ohio police release surveillance video of suspects who killed sleeping toddler injured twin FBI posts reward"
12391,"foxnews.com","Wall Street Journal Editorial Board These pages wont wilt under cancel-culture pressure"
12392,"foxnews.com","Democrats face intraparty resistance over Hyde Amendment as leadership pursues repeal"
12393,"foxnews.com","North Korea accused of breaching UN sanctions to beef up nuclear and ballistic missile programs"
12394,"foxnews.com","Man plays badminton with NEOWISE comet in viral photo"
12395,"foxnews.com","President of Texas Tech University ready for reopening despite surge in coronavirus cases in state"
12396,"engadget.com","Epic Games CEO speaks out against Apple Google app store monopoly"
12397,"engadget.com","The big tech antitrust hearing with Google and Apple has been delayed"
12398,"engadget.com","The NBA will use Microsoft Teams to virtually seat fans courtside"
12399,"engadget.com","How it feels to survive Silicon Valley and a pandemic"
12400,"engadget.com","Beebo is basically a modular synth in guitar pedal form"
12401,"engadget.com","Microsofts next-gen Xbox promise was trouble from the start"
12402,"engadget.com","Little Tikes made a fully-functioning smartwatch for kids"
12403,"engadget.com","The next Oculus Quest headset might arrive in September"
12404,"engadget.com","The best deals we found this week Amazon devices iPad mini and more"
12405,"engadget.com","Jaguar Land Rover shows off AI-powered no-touch touchscreen for cars"
12406,"engadget.com","Koss sues Apple and Bose for allegedly copying wireless headphone tech"
12407,"engadget.com","Get an Echo Dot plus two months of Amazon Music Unlimited for 21"
12408,"engadget.com","Deadpools animatronic head haunts my dreams"
12409,"engadget.com","Hyperloop projects are now eligible for federal funding in the US"
12410,"engadget.com","Tell us all about your Fitbit Charge 4"
12411,"engadget.com","Energy Department unveils roadmap for a national quantum internet"
12412,"engadget.com","Samsungs Galaxy Buds Live make an early appearance in iOS app"
12413,"engadget.com","Upload creator and cast discuss the shows digital afterlife"
12414,"engadget.com","Amazons new eco-friendly boxes can be turned into forts and cat condos"
12415,"engadget.com","Pico System III review A fun and simplified intro to modular synths"
12416,"engadget.com","Engadget Podcast OnePlus Nord and a gaming phone party"
12417,"engadget.com","Garmin services go offline following suspected ransomware attack"
12418,"engadget.com","The Morning After Xbox Series X games showcase"
12419,"engadget.com","Amazon cuts Samsungs Galaxy S20 5G price back to 950 for today only"
12420,"engadget.com","NASA will deploy a huge stratospheric balloon to study newborn stars"
12421,"nbcnews.com","China orders US to close consulate in Chengdu amid rising diplomatic tensions"
12422,"nbcnews.com","US fighter jets fly near Iranian passenger plane state media says"
12423,"nbcnews.com","Two of the ISIS terrorists dubbed the Beatles admit involvement in captivity of Kayla Mueller James Foley"
12424,"nbcnews.com","Took their eye off the ball UK officials on the defensive after Russia report"
12425,"nbcnews.com","CDC changes COVID-19 guidance on isolation"
12426,"nbcnews.com","China shuts down American consulate amid rising tensions"
12427,"nbcnews.com","Boris Johnson on anti-vaxxers They are nuts"
12428,"nbcnews.com","Its not poachers killing elephants in Botswana That worries conservationists"
12429,"nbcnews.com","The deadly secret of Chinas invisible armada"
12430,"nbcnews.com","3 storm systems bearing down on United States the Caribbean"
12431,"nbcnews.com","UN warns of global repercussions amid arctic heatwave"
12432,"nbcnews.com","Map Track coronavirus deaths around the world"
12433,"nbcnews.com","They survived a trailer of death Now theyre just trying to survive"
12434,"nbcnews.com","Istanbuls Hagia Sophia opens for Muslim prayers for first time in 86 years"
12435,"nbcnews.com","Tropical Storm Hanna forms in Gulf of Mexico as Gonzalo holds steady"
12436,"nbcnews.com","ISIS terrorists known as The Beatles admit involvement in captivity of slain Americans"
12437,"nbcnews.com","WHO chief Pompeo comments untrue and unacceptable and without any foundation"
12438,"nbcnews.com","Preventing the next pandemic will cost 222 billion a year scientists say"
12439,"nbcnews.com","In a Mexican tourist city a scandal widens over abducted children forced labor"
12440,"nbcnews.com","He guarded Nazi gas chamber aged 17 At 93 he is finally found guilty"
12441,"nbcnews.com","Coronavirus test results take days Rapid tests could take minutes with a catch"
12442,"nbcnews.com","Key witness in car-bombing death of Malta anti-corruption journalist found with throat cut"
12443,"nbcnews.com","UK changes diplomatic immunity rules for some Americans after teens death"
12444,"nbcnews.com","China threatens retaliation after US orders closure of Houston consulate"
12445,"nbcnews.com","UK regrets denial of justice for Harry Dunn"
12446,"fortune.com","A different pandemic The mental health crisis among LGBTQ youth"
12447,"fortune.com","Are you middle-class? This calculator will tell you"
12448,"fortune.com","Elon Musk opposes second stimulus packageeven after taking a 465 million government loan during the Great Recession"
12449,"fortune.com","Photo essay What unemployment looks like in pandemic America"
12450,"fortune.com","Winning the peace The role of business in forging a postCOVID-19 recovery"
12451,"fortune.com","Is a new steroid treatment a miracle solution for COVID-19or is it snake oil?"
12452,"fortune.com","Verizon is enrolling COVID-affected customers in extended payment plans"
12453,"fortune.com","What to watch this weekend on Amazon Prime Netflix and more"
12454,"fortune.com","Democrats for Life warn abortion policies could alienate religious voters"
12455,"fortune.com","Neiman Marcus bows out of Manhattan showing limits of NYC luxury market"
12456,"fortune.com","Trump-backed postmaster general plans to slow mail delivery"
12457,"fortune.com","When the US-China fight disrupts US-China financing"
12458,"fortune.com","Beijing partially reopens movie theaters as coronavirus threat recedes"
12459,"fortune.com","What the hell just happened to Intel?"
12460,"fortune.com","Will Alexandria Ocasio-Cortezs speech end the daughter excuse for good?"
12461,"fortune.com","Goldman Sachs reaches 39 billion settlement with Malaysia over role in 1MDB scandal"
12462,"fortune.com","Europe wants the US to immediately cancel its 75 billion tariff offensive Heres why"
12463,"fortune.com","Airlines have been waiving change and cancel fees during the pandemic How long will that last?"
12464,"fortune.com","A deep dive into Bank of Americas financials yields evidence of the economys big disconnect"
12465,"fortune.com","Americans are not ready to reopen Fortune Analytics survey shows"
12466,"fortune.com","Beijing orders the US consulate in Chinas fastest growing economic region to close"
12467,"fortune.com","After four-month drought movie theaters beg studios Release the blockbusters"
12468,"fortune.com","Airlines expand their face-mask rulesbut government enforcement is needed CEOs say"
12469,"fortune.com","These big companies have cut the most daily ad dollars during the Facebook boycott"
12470,"fortune.com","Big Techs no good very bad day on Wall Street"
12471,"fortune.com","Trump cancels Jacksonville portion of Republican National Convention"
12472,"fortune.com","The extra 600 unemployment benefit keeping millions of Americans afloat is about to expirejust as jobless claims are back on the rise"
12473,"fortune.com","Intel has fallen behind again on its next big chip manufacturing improvement"
12474,"fortune.com","5 hotly anticipated games Microsoft detailed during its Xbox Series X event"
12475,"fortune.com","Coronavirus can travel 26 feet in rooms with cold stale airlike meat plants"
12476,"thedailybeast.com","Coronavirus Is Surging in Nashvillebut Tourists Just Want to Party"
12477,"thedailybeast.com","First COVID-19 Hit China Then Floods Now Locusts"
12478,"thedailybeast.com","Tuckers Got Real Scandals So He Keeps Inventing Imaginary Enemies"
12479,"thedailybeast.com","Why Ike Leggett Used to Leave His Photo Off His Campaign Literature"
12480,"thedailybeast.com","Donald Trump Admits He Often Retweets Without Thinking in Barstool Sports Interview"
12481,"thedailybeast.com","I Tried This Electric Fly Swatter and Will Never Go Back"
12482,"thedailybeast.com","A Pro Poker Player Was Found Badly Burned Was She Murdered Over Gambling?"
12483,"thedailybeast.com","Taylor Swift Goes Indie in Stunning Surprise Album Folkloreand Calls Out Gaslighters and Scooter Braun"
12484,"thedailybeast.com","Foxs Brian Kilmeade Scolds Trump Campaign Spox Dont Call the Fox News Pollsters Fake"
12485,"thedailybeast.com","Help I Cant Stop Watching Supermarket Sweep"
12486,"thedailybeast.com","The Shocking Secret Past of One of QAnons Most Toxic Stars"
12487,"thedailybeast.com","Trump Has a Nuclear Arsenaland Can Remember Five Whole Words"
12488,"thedailybeast.com","Ive Stocked My Wardrobe With This White Tee From Uniqlo"
12489,"thedailybeast.com","A Red Bull Heir Who Killed Cop With Ferrari While Drunk Is Now Free to Return to Thailand"
12490,"thedailybeast.com","This Cordless Floor Cleaner Is Easier to Use and Even More Effective Than Our Old Plug-In Mop"
12491,"thedailybeast.com","Disgusted Employees Rage Against Dish Network Pushing Them Back to Offices"
12492,"thedailybeast.com","This City Stopped Sending Police to Every 911 Call"
12493,"thedailybeast.com","How Leah Remini Helped Danny Mastersons Rape Accusers Be Heard"
12494,"thedailybeast.com","Can Bars Survive the Pandemic?"
12495,"thedailybeast.com","Which Country Gets High Marks for Reopening Schools?"
12496,"thedailybeast.com","These Trump Campaign Payments to the Trump Organization Look Shady as Hell"
12497,"thedailybeast.com","Republicans Liz Cheney Is Our Best Hope"
12498,"thedailybeast.com","The Republican Party Has a Serious Woman Problem"
12499,"thedailybeast.com","Putins Soldier Ramzan Kadyrov Threatens Vengeance Against Mike Pompeo"
12500,"nymag.com","Could the Pandemic Reshape the Restaurant Business?"
12501,"nymag.com","As the Federal Eviction Moratorium Expires Millions of Americans Face Disaster"
12502,"nymag.com","The Pentagon Has Reportedly Found Off-World Vehicles Not Made on This Earth"
12503,"nymag.com","Democrats Chances of Retaking the Senate Keep Improving"
12504,"nymag.com","American Workers Need Paid Leave Fast"
12505,"nymag.com","We Should Not Surrender on This"
12506,"nymag.com","Trumps Reelection Woes Not Policy Are Root of Escalating China Tensions"
12507,"nymag.com","The Wall Street Journal Editorial Page Has a Persecution Complex"
12508,"nymag.com","How Should Congress Grill the Big 4 Tech CEOs?"
12509,"nymag.com","Doctor Who Specializes in Long-Term COVID-19 Effects Is Alarmed by What He Sees"
12510,"nymag.com","The Uncanny Return of Major League Baseball"
12511,"nymag.com","Trump Cancels Jacksonville Convention Activities Including His Big Speech"
12512,"nymag.com","The Future of the Republican Party Isnt in the Dead Center"
12513,"nymag.com","Judge Justice Department Imprisoned Michael Cohen for Flipping on Trump"
12514,"nymag.com","Household-Name Companies That Have Filed for Bankruptcy Because of Coronavirus"
12515,"nymag.com","White House and Senate GOP Still Cant Agree on Second Stimulus Package"
12516,"nymag.com","Congressman Who Accosted AOC Offers Terrible Apology for the Ages"
12517,"nymag.com","The Protest Movements Path Forward"
12518,"nymag.com","Portland Mayor Jeered by Protesters Teargassed by Federal Agents"
12519,"nymag.com","Meet the Young Activists Leading New Yorks Black Lives Matter Protests"
12520,"washingtontimes.com","Fall high school sports in Colorado undecided amid pandemic"
12521,"washingtontimes.com","Republican who had prominent role in redistricting to retire"
12522,"washingtontimes.com","2 St Louis area officers charged with assault"
12523,"washingtontimes.com","26 deaths in 3 US convents as nuns confront the pandemic"
12524,"washingtontimes.com","First Lady Melania Trump hopes to visit Cherokee Nation"
12525,"washingtontimes.com","LA police officer Alameda County deputy die of COVID-19"
12526,"washingtontimes.com","McDonalds to require customers wear face masks inside US locations effective Aug 1"
12527,"washingtontimes.com","Ivey appoints Alabama prosecutor to replace indicted judge"
12528,"washingtontimes.com","Stars season already strange before virus now shot at No 1"
12529,"washingtontimes.com","Controversial New Orleans district attorney wont run again"
12530,"washingtontimes.com","Kentucky posts second-highest number of daily virus cases"
12531,"washingtontimes.com","Brent Seabrook wont travel with Blackhawks for playoffs"
12532,"washingtontimes.com","Chinese researcher charged with fraud taken into custody"
12533,"washingtontimes.com","NHL officials acknowledge long road to successful resumption"
12534,"washingtontimes.com","Phoenix man accused of kidnapping 2 nieces in car killing 1"
12535,"washingtontimes.com","4 more MLB players positive for COVID raising total to 84"
12536,"washingtontimes.com","Trump signs order to align drug prices with other nations"
12537,"washingtontimes.com","Multiple fires destroy historic Glacier Park patrol cabin"
12538,"washingtontimes.com","Police search for suspect after Norfolk woman killed"
12539,"washingtontimes.com","Mexico president happy as focus shifts to predecessors"
12540,"washingtontimes.com","White House sends reinforcements to aid Colorado senator"
12541,"washingtontimes.com","Lamont order presumes workers comp eligibility for virus"
12542,"washingtontimes.com","9 more coronavirus deaths set new daily record in Oregon"
12543,"washingtontimes.com","Boston Beer Del Taco rise Intel Veoneer fall"
12544,"washingtontimes.com","Video shows explosion after woman sets car interior on fire"
12545,"msnbc.com","Sen Coons on direct relief payments Should have gotten this done before now"
12546,"msnbc.com","Road to 270 A look at the 2020 general election poll average"
12547,"msnbc.com","Dr Gupta President should federalize response to COVID-19"
12548,"msnbc.com","Rep Eric Swalwell says all of Congress needs to be briefed on a specific concerted threat to election security"
12549,"msnbc.com","Donald Trump finds himself increasingly out of step with the American people"
12550,"msnbc.com","NY Rep Reed Very confident new relief bill will be ready by August"
12551,"msnbc.com","Ousted FL Scientist alleges Florida has taken quite a few steps to make COVID numbers look better"
12552,"msnbc.com","CDC school guidelines push for kids to return to classrooms"
12553,"msnbc.com","TX County Hospital forced to decline very sick patients an example of structural racism Dr Ashby"
12554,"msnbc.com","Former top postal official talks pandemic voting obstacles"
12555,"denverpost.com","Get Cooking Americans put the tomato in ketchup"
12556,"denverpost.com","Receiver KJ Hamler final Broncos draft pick to agree to contract terms"
12557,"denverpost.com","Nuggets Michael Malone on Bol Bols debut Scary thing is  I think he played OK"
12558,"denverpost.com","In VP search Biden has a known quantity in Susan Rice"
12559,"denverpost.com","US prison populations down 8 amid coronavirus outbreak"
12560,"denverpost.com","Historic Russian bathhouse the only of its kind in Denver barely surviving the pandemic"
12561,"denverpost.com","Extra unemployment aid expires as coronavirus threatens new states"
12562,"denverpost.com","MLB The Show 20 simulation Kyle Freeland gets rocked as Colorado falls in Cincinnati"
12563,"denverpost.com","Altitude executives take issue with Comcasts agreement in Chicago"
12564,"denverpost.com","PHOTOS Skiers and snowboarders take advantage of Copper Mountains terrain park open now"
12565,"ycombinator.com","When Hubble stared at nothing for 100 hours 2015"
12566,"ycombinator.com","Im Peter Roberts immigration attorney who does work for YC and startups AMA"
12567,"ycombinator.com","Regional Air Mobility Why we dont plan to operate flights under 20km"
12568,"ycombinator.com","Reporters are leaving newsrooms for newsletters"
12569,"ycombinator.com","To Get More Replies Say Less 2017"
12570,"ycombinator.com","Amazon Warehouse scam 16TB HDD swapped for 8TB returned for full refund"
12571,"ycombinator.com","FAA issues emergency directive on 2000 Boeing 737 NG Classic planes"
12572,"ycombinator.com","A few negative online reviews early on can hurt a restaurant"
12573,"ycombinator.com","The source of the e1000e corruption bug 2008"
12574,"ycombinator.com","Unofficial Guide to Datomic Internals 2014"
12575,"ycombinator.com","The Desolate Visions of Andy Warhol"
12576,"ycombinator.com","Emulating Nintendo Switch Games on Linux"
12577,"ycombinator.com","The Eastland disaster killed more passengers than the Titanic and the Lusitania"
12578,"ycombinator.com","Machine Learning Research at Apple"
12579,"ycombinator.com","Safeguarding trans-Atlantic developer collaboration"
12580,"ycombinator.com","The 20th anniversary of the Power Mac G4 Cube"
12581,"ycombinator.com","Apple for the first time makes a top-of-the-line iPhone model in India"
12582,"ycombinator.com","The Four Quadrants of Conformism"
12583,"ycombinator.com","Seven people who hold the keys to worldwide internet security 2014"
12584,"ycombinator.com","Were treating self-improvement like a software upgrade"
12585,"ycombinator.com","Erythrocyte omega-3 index ambient fine particle exposure and brain aging"
12586,"ycombinator.com","Mail for Good"
12587,"ycombinator.com","NISTs Post-Quantum Cryptography Program Enters Selection Round"
12588,"ycombinator.com","Show HN SessionForward  Simple user session replays and heatmaps"
12589,"ycombinator.com","The Covid-19 pandemic is forcing a rethink in macroeconomics"
12590,"ycombinator.com","Kharkovchanka  Soviet Antarctic Cruisers video"
12591,"ycombinator.com","Shadow attacks hiding and replacing content in signed PDFs"
12592,"ycombinator.com","Indian IT consultancies struggle against technological obsolescence"
12593,"ycombinator.com","Ludic Fallacy"
12594,"ycombinator.com","Cold Showers For when people get too hyped up about things"
12595,"breitbart.com","Nolte Draft DNC Platform Declares White Americans Too Rich Too Privileged and Too Evil"
12596,"breitbart.com","Pelosi Trump&8217s Language About Women Gives Rep Yoho &8216License&8217 to Attack AOC"
12597,"breitbart.com","Pelosi Trumps Housewives Tweet Was &8216Bigotry Fearmongering Condescension&8217"
12598,"breitbart.com","DOJ 18 Protesters Arrested in Portland Facing Federal Charges"
12599,"breitbart.com","Three Federal Officers May Not Recover Sight After Portland Rioters&8217 Laser Attacks"
12600,"breitbart.com","Oklahoma Preparing &8216Back the Blue&8217 Legislation Supporting Police"
12601,"breitbart.com","House Antitrust Hearing with Big Tech CEOs Likely Postponed"
12602,"breitbart.com","US Confirms Dramatic &8216Visual Inspection&8217 of Iranian Commercial Flight"
12603,"breitbart.com","Report India May Have Put Beijing Within Range of Its Nuclear Weapons"
12604,"breitbart.com","Trump Senate Armed Services Committee Chairman Jim Inhofe &8216WILL NOT&8217 Change Military Base Names"
12605,"breitbart.com","Jim Inhofe NDAA Amendment to Change Confederate Base Names Won&8217t &8216Survive&8217"
12606,"breitbart.com","A&038E&8217s Viewership Plummets 49 Percent After Canceling &8216Live PD&8217"
12607,"breitbart.com","Neighbors Raise 115K for Single Mom Who Gave Lottery Winnings to Injured Cop &8216She&8217s a Treasure&8217"
12608,"breitbart.com","Covington Teen Nicholas Sandmann Settles 250M Defamation Lawsuit with the Washington Post on 18th Birthday"
12609,"breitbart.com","Catholic Hospital Hit with Lawsuit After SCOTUS Rules Civil Rights Act Applies to LGBT Issues"
12610,"breitbart.com","Critics Taunt Dr Anthony Fauci for Watching Baseball Game Without a Mask"
12611,"breitbart.com","CDC Director Critically Important for Public Health to Open Schools This Fall"
12612,"breitbart.com","Several Palm Beach County Deaths Wrongly Attributed to the Coronavirus"
12613,"breitbart.com","More Coronavirus Cases in California than Any Other State as CDC Points to Lower US Fatality Rates"
12614,"breitbart.com","Charlamagne Tha God Tells Joe Biden to &8216Shut the Eff Up Forever&8217 for Calling Trump &8216First&8217 Racist President"
12615,"breitbart.com","Joe Biden Trump Will Try to &8216Indirectly Steal&8217 Election by Subverting Vote-by-Mail"
12616,"breitbart.com","Quinnipiac Poll Joe Biden in Double-Digit Lead over President Trump in Florida"
12617,"breitbart.com","Joe Biden Again Claims President Trump Will Try to &8216Steal the Election&8217"
12618,"breitbart.com","Trump Campaign Spox Perrine Canceling RNC Events Won&8217t &8216Hurt&8217 Enthusiasm"
12619,"breitbart.com","Chicago Mayor Lightfoot Deploys Police to Guard Her Home on Night She Orders Removal of Columbus Statue"
12620,"breitbart.com","Nolte Chicagos Lightfoot Appeases Mob Unilaterally Removes Columbus Statue"
12621,"breitbart.com","Adults Have Portland Toddlers Hold Anti-Cop Signs and Repeat &8216Fck the Police&8217"
12622,"breitbart.com","Flight From the Cities New Home Sales Jump 138 in JuneHighest Since 2007"
12623,"breitbart.com","Rescue Pit Bull Mix Becomes First K-9 Officer at Pennsylvania Police Station"
12624,"breitbart.com","China Shutters US Consulate in Chengdu to Retaliate for Houston Closure"
12625,"breitbart.com","Protesters Claim Anti-Netanyahu Group Took Money from Company Linked to Jeffrey Epstein"
12626,"breitbart.com","Study Mediterranean Sea Was 36F Hotter at Time of the Roman Empire"
12627,"breitbart.com","Nigeria Boko Haram Warns Christians Executes Five Aid Workers on Video"
12628,"breitbart.com","Mexican Defense Chief New Videos Demonstrate CJNG Cartel Is Unique"
12629,"breitbart.com","Costas Joins CNN to Talk on Intersection of News and Sports"
12630,"breitbart.com","LeBron James on Breonna Taylor &8216We want the cops arrested&8217"
12631,"breitbart.com","Tampa Bay Rays Opening Day Statement &8216It&8217s a Great Day to Arrest the Killers of Breonna Taylor&8217"
12632,"breitbart.com","WSJ Amazon Met with Startups About Investing then Launched Competing Products"
12633,"breitbart.com","India Man Livestreams His Own Suicide on Facebook"
12634,"breitbart.com","Donald Trump Praises Elon Musk for Building Tesla Plant in Texas"
12635,"breitbart.com","Fauci on Shift on Masks from March &8216You Can Always Second-Guess Yourself&8217 &8212 &8216We Would Be Somewhat Better Off&8217 Had We Worn Masks Back Then"
12636,"breitbart.com","Delingpole Compulsory Masks Will Divide Britain More Bitterly than Brexit"
12637,"breitbart.com","DC Mask Mandate Exempts Lawmakers and Government Employees"
12638,"breitbart.com","DC Mayor Muriel Bowser Masks Mandatory for 3-Year-Olds Outside Adult Violators Fined 1000"
12639,"breitbart.com","Anthony Fauci to Throw First Pitch for Washington Nationals&8217 Season Opener"
12640,"breitbart.com","Giants Pitcher Sam Coonrod Refuses to Kneel for MLB&8217s Black Lives Matter Moment &8216I&8217m a Christian&8217"
12641,"breitbart.com","Major League Baseball to Stencil &8216Black Lives Matter&8217 on Pitcher&8217s Mound for Opening Weekend"
12642,"breitbart.com","Watch Live President Trump Presents the Presidential Medal of Freedom to Jim Ryun"
12643,"breitbart.com","U of Florida Students Say They Would Refuse Classes Taught by Profs Against BLM"
12644,"breitbart.com","Conservative UNC Prof Mike Adams Found Dead in Home After Forced Retirement"
12645,"bleacherreport.com","Aaron Gordon on Protest Critics We Frown Upon Kneeling on Peoples Necks"
12646,"bleacherreport.com","Thunders Andre Roberson Opens Up About Roller Coaster Knee Injury Rehab"
12647,"bleacherreport.com","Vikings Adam Thielen Wouldnt Be in NFL with Challenges UFA Players Face Now"
12648,"bleacherreport.com","Pacers Domantas Sabonis Reportedly Leaving NBA Bubble with Serious Foot Injury"
12649,"bleacherreport.com","Trade Packages and Landing Spots for Chicago Bulls Star Zach LaVine"
12650,"bleacherreport.com","LeSean McCoy Says Hes Talked to a Few Teams in Free Agency Prioritizes Winning"
12651,"bleacherreport.com","LeBron James More Than a Vote Donating to Combat Florida Disenfranchisement"
12652,"bleacherreport.com","MLB Announces 6 Total Positives for COVID-19 in Latest Round of Testing"
12653,"bleacherreport.com","Ian Rapoport Discusses NFL GOAT Tom Brady Life as a Reporter More in B/R AMA"
12654,"bleacherreport.com","Arron Afflalo Reportedly Leading Ownership Group Looking to Buy Timberwolves"
12655,"bleacherreport.com","NBA Teams Reportedly Plan to Kneel During National Anthem on Opening Night"
12656,"bleacherreport.com","Michigan St Football in Quarantine for 14 Days After 2nd Positive COVID-19 Test"
12657,"bleacherreport.com","Warriors Steve Kerr Id Back Up Daryl Morey on China Comments If I Had Do-over"
12658,"bleacherreport.com","World TeamTennis 2020 Results Scores and Highlights from July 24"
12659,"bleacherreport.com","Orton-Edge WWE WrestleMania 37 Plans Styles Talks AEW McMahon Wants New Stars"
12660,"bleacherreport.com","Yankees Dodgers Establish Juggernaut Status by Acing MLB Opening Day"
12661,"bleacherreport.com","NBA Says 300 Fans Invited to Appear Live on Videoboards by Courts in Bubble"
12662,"bleacherreport.com","Bucs Tom Brady Responds to Tyreek Hill Saying Chiefs Are Chasing 7 Super Bowls"
12663,"bleacherreport.com","NFL NFLPA Reportedly Discussing 175 Million Minimum Salary Cap for 2021 Season"
12664,"bleacherreport.com","Topps Launching Limited Edition Baseball Card Featuring Dr Faucis 1st Pitch"
12665,"bleacherreport.com","Seahawks Russell Wilson Wife Ciara Announce Birth of Son Win"
12666,"bleacherreport.com","Phillies Andrew McCutchen Posts Emotional Message About Return to Baseball"
12667,"bleacherreport.com","MLB Trade Rumors Latest on Francisco Lindor Joc Pederson and More"
12668,"bleacherreport.com","Report Red Soxs Eduardo Rodriguez Dealing with Heart Issue Related to COVID-19"
12669,"bleacherreport.com","Windhorst NBA Team Executives Agents Concerned Bubble Will Lead to Superteam"
12670,"propublica.org","The Eviction Ban Worked but Its Almost Over Some Landlords Are Getting Ready"
12671,"propublica.org","Electionland 2020 Inside the EAC Poll Worker Woes Cybersecurity and More"
12672,"propublica.org","What People Who Live in Mostly White Towns Need to Know About History"
12673,"propublica.org","They Warned OSHA They Were in Imminent Danger at the Meat Plant Now Theyre Suing the Agency"
12674,"propublica.org","Where Will Everyone Go?"
12675,"propublica.org","About Our Climate Migration Model"
12676,"propublica.org","The Trump Campaigns Legal Strategy Includes Suing a Tiny TV Station in Northern Wisconsin"
12677,"propublica.org","The Quiet Rooms Wins Hechinger Grand Prize for Distinguished Education Reporting"
12678,"propublica.org","The Bizarre Fall of the CEO of Coach and Kate Spades Parent Company"
12679,"propublica.org","How Voter-Fraud Hysteria and Partisan Bickering Ate American Election Oversight"
12680,"propublica.org","How to Understand COVID-19 Numbers"
12681,"propublica.org","Politicians and Business Interests Pushed Health Officials Aside to Control Reopening Then Cases Exploded"
12682,"propublica.org","At This Trump-Favored Charity Financial Reporting Is Questionable and Insiders Are Cashing In"
12683,"propublica.org","Judge Wont Free Michigan Teenager Sent to Juvenile Detention After Not Doing Online Schoolwork"
12684,"propublica.org","Senate Democrats Ask Banking Regulator to Explain Handling of Redlining Investigations"
12685,"propublica.org","What Coronavirus Job Losses Reveal About Racism in America"
12686,"propublica.org","Inside One Huge Companys Mostly Successful Campaign to Escape Trumps Tariffs"
12687,"propublica.org","Electionland 2020 Texas Votes Voting Misinformation Election Funding and More"
12688,"propublica.org","Hospitals Are Suddenly Short of Young Doctors  Because of Trumps Visa Ban"
12689,"propublica.org","Announcing Four Electionland Reporting Project Grants"
12690,"nationalreview.com","Giants Pitcher Declines to Kneel in Solidarity with Black Lives Matter Citing His Christian Faith"
12691,"nationalreview.com","When the Job Got Hard"
12692,"nationalreview.com","Will the Pandemic Bring Down the Eurozone?"
12693,"nationalreview.com","Much Ado About Nothing Anti-Trump Version"
12694,"nationalreview.com","Pentagon Consultant Briefed Senators on Discovery of Off-World Vehicles Not Made on This Earth"
12695,"nationalreview.com","De Blasio Quotes Marxs Communist Manifesto in Discussion on Relationship with NYC Business Community"
12696,"nationalreview.com","Covington Catholic Student Settles Defamation Lawsuit with iWashington Post/i"
12697,"nationalreview.com","Prosecutor Falsely Claimed Patricia McCloskeys Gun Was Capable of Firing When She Brandished It Outside Her Home"
12698,"nationalreview.com","In Praise of Career Politicians"
12699,"nationalreview.com","What to Leave Out of the COVID Relief Bill"
12700,"nationalreview.com","ISeattle Times/I Editor Objects after Judge Orders Paper to Turn Over Riot Footage to Police Investigating Gun Thefts"
12701,"nationalreview.com","Polls Biden Beating Trump in Battleground States Michigan Minnesota Pennsylvania"
12702,"nationalreview.com","FBI Agents Who Opened Crossfire Hurricane Gave Trump His First Intelligence Briefing as Candidate in 2016"
12703,"nationalreview.com","China Orders US Consulate in Chengdu Shut in Retaliation for Houston Closure"
12704,"nationalreview.com","Should There Be a Price for Rejectionism and Terror?"
12705,"nationalreview.com","Peter Stuyvesants New York Legacy"
12706,"nationalreview.com","Catholic Schools in the Crucible"
12707,"nationalreview.com","Bob Dylans Trump-Card Album"
12708,"nationalreview.com","Central European Filmmakers Are Reframing the 20th Century"
12709,"nationalreview.com","A common enemy &c"
12710,"axios.com","Coronavirus dashboard Catch up fast"
